fips,name,name-cdp,total-housing-units,margin-of-error-total,owner-occupied-units,marin-of-error-owner,renter-occupied,margin-of-error-renter
1600000US0671000,Sereno del Mar CDP,"Sereno del Mar CDP, California",57,50,11,17,46,47
1600000US0671078,Seville CDP,"Seville CDP, California",449,236,243,169,206,136
1600000US0671106,Shafter city,"Shafter city, California",18931,229,10494,1050,8437,1030
1600000US0671134,Shandon CDP,"Shandon CDP, California",1054,406,812,404,242,142
1600000US0671218,Shasta CDP,"Shasta CDP, California",1639,398,1390,354,249,213
1600000US0671225,Shasta Lake city,"Shasta Lake city, California",10206,30,6576,509,3630,511
1600000US0671246,Shaver Lake CDP,"Shaver Lake CDP, California",438,102,414,101,24,12
1600000US0671362,Shell Ridge CDP,"Shell Ridge CDP, California",1081,341,970,305,111,147
1600000US0671372,Shelter Cove CDP,"Shelter Cove CDP, California",863,253,608,208,255,235
1600000US0671414,Sheridan CDP,"Sheridan CDP, California",1120,455,612,345,508,374
1600000US0671554,Shingle Springs CDP,"Shingle Springs CDP, California",3651,611,2555,477,1096,440
1600000US0671568,Shingletown CDP,"Shingletown CDP, California",2291,495,2086,480,205,185
1600000US0671680,Shoshone CDP,"Shoshone CDP, California",18,16,0,13,18,16
1600000US0671774,Sierra Brooks CDP,"Sierra Brooks CDP, California",441,192,441,192,0,13
1600000US0671778,Sierra City CDP,"Sierra City CDP, California",84,45,84,45,0,13
1600000US0671806,Sierra Madre city,"Sierra Madre city, California",10824,39,7080,824,3744,824
1600000US0671834,Sierra Village CDP,"Sierra Village CDP, California",226,173,32,51,194,163
1600000US0671848,Sierraville CDP,"Sierraville CDP, California",161,101,62,46,99,104
1600000US0671876,Signal Hill city,"Signal Hill city, California",11374,71,4799,868,6575,868
1600000US0671918,Silverado CDP,"Silverado CDP, California",740,158,646,150,94,74
1600000US0671927,Silverado Resort CDP,"Silverado Resort CDP, California",1171,321,1034,308,137,84
1600000US0671932,Silver City CDP,"Silver City CDP, California",0,13,0,13,0,13
1600000US0671964,Silver Lakes CDP,"Silver Lakes CDP, California",6050,1150,4883,1279,1167,582
1600000US0672016,Simi Valley city,"Simi Valley city, California",125000,160,91811,1651,33189,1677
1600000US0672086,Sisquoc CDP,"Sisquoc CDP, California",169,64,106,54,63,37
1600000US0672156,Sky Valley CDP,"Sky Valley CDP, California",2245,458,1834,321,411,379
1600000US0672184,Sleepy Hollow CDP,"Sleepy Hollow CDP, California",2230,499,2004,411,226,288
1600000US0672282,Smartsville CDP,"Smartsville CDP, California",485,224,379,239,106,117
1600000US0672338,Smith Corner CDP,"Smith Corner CDP, California",413,365,40,68,373,361
1600000US0672380,Smith River CDP,"Smith River CDP, California",670,340,609,349,61,78
1600000US0672408,Snelling CDP,"Snelling CDP, California",115,55,86,55,29,24
1600000US0672478,Soda Bay CDP,"Soda Bay CDP, California",708,285,639,269,69,82
1600000US0672492,Soda Springs CDP,"Soda Springs CDP, California",46,69,46,69,0,13
1600000US0672506,Solana Beach city,"Solana Beach city, California",13301,34,8464,834,4837,831
1600000US0672520,Soledad city,"Soledad city, California",17070,464,10007,1247,7063,1250
1600000US0672576,Solvang city,"Solvang city, California",5586,28,3553,441,2033,437
1600000US0672632,Somis CDP,"Somis CDP, California",1189,275,1008,279,181,100
1600000US0672646,Sonoma city,"Sonoma city, California",10856,115,6852,655,4004,632
1600000US0672654,Sonoma State University CDP,"Sonoma State University CDP, California",0,13,0,13,0,13
1600000US0672674,Sonora city,"Sonora city, California",4570,82,2845,365,1725,372
1600000US0672688,Soquel CDP,"Soquel CDP, California",10641,1243,7162,1108,3479,763
1600000US0672772,Soulsbyville CDP,"Soulsbyville CDP, California",2063,547,1820,514,243,174
1600000US0672954,South Dos Palos CDP,"South Dos Palos CDP, California",1167,497,543,404,624,428
1600000US0672996,South El Monte city,"South El Monte city, California",20744,77,10325,796,10419,798
1600000US0673080,South Gate city,"South Gate city, California",94837,73,45981,2193,48856,2190
1600000US0673108,South Lake Tahoe city,"South Lake Tahoe city, California",22222,106,8973,940,13249,932
1600000US0673167,South Monrovia Island CDP,"South Monrovia Island CDP, California",6423,929,4001,812,2422,660
1600000US0673178,South Oroville CDP,"South Oroville CDP, California",2494,478,1349,403,1145,345
1600000US0673220,South Pasadena city,"South Pasadena city, California",25362,109,13724,903,11638,903
1600000US0673262,South San Francisco city,"South San Francisco city, California",66101,319,41067,1771,25034,1784
1600000US0673276,South San Gabriel CDP,"South San Gabriel CDP, California",8200,1207,5599,963,2601,1091
1600000US0673290,South San Jose Hills CDP,"South San Jose Hills CDP, California",19056,1431,13881,1286,5175,1371
1600000US0673388,South Taft CDP,"South Taft CDP, California",2120,584,947,444,1173,450
1600000US0673430,South Whittier CDP,"South Whittier CDP, California",58265,2647,37058,2678,21207,1706
1600000US0673554,Spaulding CDP,"Spaulding CDP, California",129,79,120,75,9,13
1600000US0673612,Spreckels CDP,"Spreckels CDP, California",373,225,250,199,123,150
1600000US0673654,Spring Garden CDP,"Spring Garden CDP, California",19,28,0,13,19,28
1600000US0673690,Spring Valley CDP (Lake County),"Spring Valley CDP (Lake County), California",1056,336,590,258,466,287
1600000US0673696,Spring Valley CDP (San Diego County),"Spring Valley CDP (San Diego County), California",31718,2304,19330,1792,12388,1747
1600000US0673700,Spring Valley Lake CDP,"Spring Valley Lake CDP, California",8408,1236,5918,1168,2490,931
1600000US0673710,Springville CDP,"Springville CDP, California",567,364,305,185,262,352
1600000US0673794,Squaw Valley CDP,"Squaw Valley CDP, California",3506,798,2683,739,823,619
1600000US0673815,Squirrel Mountain Valley CDP,"Squirrel Mountain Valley CDP, California",1146,482,969,492,177,159
1600000US0673868,Stallion Springs CDP,"Stallion Springs CDP, California",2996,759,2326,575,670,803
1600000US0673906,Stanford CDP,"Stanford CDP, California",7253,645,2540,508,4713,582
1600000US0673962,Stanton city,"Stanton city, California",38090,87,17577,1621,20513,1607
1600000US0674021,Stebbins CDP,"Stebbins CDP, California",963,324,732,225,231,256
1600000US0674130,Stevenson Ranch CDP,"Stevenson Ranch CDP, California",18980,1406,13596,1247,5384,1000
1600000US0674144,Stevinson CDP,"Stevinson CDP, California",196,141,190,141,6,10
1600000US0674172,Stinson Beach CDP,"Stinson Beach CDP, California",583,178,333,137,250,116
1600000US0674186,Stirling City CDP,"Stirling City CDP, California",300,226,29,32,271,223
1600000US0675000,Stockton city,"Stockton city, California",304537,640,153508,5066,151029,5070
1600000US0675122,Stones Landing CDP,"Stones Landing CDP, California",102,93,102,93,0,13
1600000US0675154,Stonyford CDP,"Stonyford CDP, California",71,32,55,27,16,17
1600000US0675252,Stratford CDP,"Stratford CDP, California",771,366,354,240,417,346
1600000US0675280,Strathmore CDP,"Strathmore CDP, California",3641,1493,1957,1456,1684,682
1600000US0675315,Strawberry CDP (Marin County),"Strawberry CDP (Marin County), California",4986,759,2276,354,2710,693
1600000US0675322,Strawberry CDP (Tuolumne County),"Strawberry CDP (Tuolumne County), California",0,13,0,13,0,13
1600000US0675592,Sugarloaf Saw Mill CDP,"Sugarloaf Saw Mill CDP, California",0,13,0,13,0,13
1600000US0675596,Sugarloaf Village CDP,"Sugarloaf Village CDP, California",8,10,8,10,0,13
1600000US0675630,Suisun City city,"Suisun City city, California",29331,73,18244,1230,11087,1229
1600000US0675672,Sultana CDP,"Sultana CDP, California",1336,318,301,221,1035,307
1600000US0675714,Summerland CDP,"Summerland CDP, California",745,283,544,230,201,153
1600000US0675994,Sunnyside CDP,"Sunnyside CDP, California",4551,618,3492,523,1059,413
1600000US0676015,Sunnyside-Tahoe City CDP,"Sunnyside-Tahoe City CDP, California",1572,414,1416,395,156,101
1600000US0676040,Sunny Slopes CDP,"Sunny Slopes CDP, California",68,49,68,49,0,13
1600000US0677000,Sunnyvale city,"Sunnyvale city, California",151594,295,71993,2386,79601,2411
1600000US0677042,Sunol CDP,"Sunol CDP, California",835,162,706,150,129,92
1600000US0677308,Sun Village CDP,"Sun Village CDP, California",14080,1993,8849,1277,5231,1610
1600000US0677364,Susanville city,"Susanville city, California",6371,444,2983,398,3388,384
1600000US0677378,Sutter CDP,"Sutter CDP, California",2789,326,2253,341,536,221
1600000US0677392,Sutter Creek city,"Sutter Creek city, California",2625,36,1481,281,1144,284
1600000US0677430,Swall Meadows CDP,"Swall Meadows CDP, California",390,160,390,160,0,13
1600000US0677574,Taft city,"Taft city, California",8341,354,4428,1025,3913,1015
1600000US0677588,Taft Heights CDP,"Taft Heights CDP, California",1509,346,538,238,971,340
1600000US0677595,Taft Mosswood CDP,"Taft Mosswood CDP, California",1060,300,543,220,517,253
1600000US0677700,Tahoe Vista CDP,"Tahoe Vista CDP, California",1233,336,927,275,306,202
1600000US0677728,Tahoma CDP,"Tahoma CDP, California",1039,274,599,181,440,219
1600000US0677784,Talmage CDP,"Talmage CDP, California",782,251,342,204,440,239
1600000US0677805,Tamalpais-Homestead Valley CDP,"Tamalpais-Homestead Valley CDP, California",12311,960,10014,1069,2297,541
1600000US0677860,Tancred CDP,"Tancred CDP, California",19,28,16,26,3,4
1600000US0677924,Tara Hills CDP,"Tara Hills CDP, California",4893,709,3386,719,1507,457
1600000US0677934,Tarina CDP,"Tarina CDP, California",0,13,0,13,0,13
1600000US0677960,Tarpey Village CDP,"Tarpey Village CDP, California",4213,805,3023,678,1190,487
1600000US0678008,Taylorsville CDP,"Taylorsville CDP, California",35,47,7,11,28,46
1600000US0678050,Tecopa CDP,"Tecopa CDP, California",212,75,186,73,26,20
1600000US0678092,Tehachapi city,"Tehachapi city, California",8453,273,5441,879,3012,836
1600000US0678106,Tehama city,"Tehama city, California",503,179,342,122,161,124
1600000US0678120,Temecula city,"Temecula city, California",113052,75,74453,2431,38599,2437
1600000US0678126,Temelec CDP,"Temelec CDP, California",1915,461,1812,471,103,67
1600000US0678138,Temescal Valley CDP,"Temescal Valley CDP, California",28413,1951,23307,1887,5106,1538
1600000US0678148,Temple City city,"Temple City city, California",35223,135,21914,1197,13309,1188
1600000US0678162,Templeton CDP,"Templeton CDP, California",7871,1062,6118,1010,1753,617
1600000US0678176,Tennant CDP,"Tennant CDP, California",21,15,21,15,0,13
1600000US0678232,Terminous CDP,"Terminous CDP, California",400,102,337,124,63,63
1600000US0678288,Terra Bella CDP,"Terra Bella CDP, California",2369,664,1295,548,1074,526
1600000US0678336,Teviston CDP,"Teviston CDP, California",903,391,162,179,741,390
1600000US0678456,Thermal CDP,"Thermal CDP, California",1366,600,842,472,524,373
1600000US0678470,Thermalito CDP,"Thermalito CDP, California",6467,670,4116,740,2351,720
1600000US0678568,Thornton CDP,"Thornton CDP, California",903,191,365,143,538,160
1600000US0678582,Thousand Oaks city,"Thousand Oaks city, California",125678,238,88144,2583,37534,2568
1600000US0678596,Thousand Palms CDP,"Thousand Palms CDP, California",8137,1904,5148,1300,2989,1490
1600000US0678638,Three Rivers CDP,"Three Rivers CDP, California",2695,541,1852,362,843,477
1600000US0678652,Three Rocks CDP,"Three Rocks CDP, California",97,94,97,94,0,13
1600000US0678666,Tiburon town,"Tiburon town, California",9136,39,6680,512,2456,513
1600000US0678715,Timber Cove CDP,"Timber Cove CDP, California",107,32,97,31,10,9
1600000US0678750,Tipton CDP,"Tipton CDP, California",3391,813,1389,395,2002,775
1600000US0678792,Tobin CDP,"Tobin CDP, California",0,13,0,13,0,13
1600000US0678890,Tomales CDP,"Tomales CDP, California",160,111,160,111,0,13
1600000US0678932,Tonyville CDP,"Tonyville CDP, California",236,173,65,57,171,194
1600000US0678949,Tooleville CDP,"Tooleville CDP, California",184,151,15,23,169,150
1600000US0678960,Topanga CDP,"Topanga CDP, California",8098,1347,6174,1241,1924,732
1600000US0679030,Topaz CDP,"Topaz CDP, California",369,304,336,324,33,58
1600000US0679529,Toro Canyon CDP,"Toro Canyon CDP, California",1908,428,1596,430,312,184
1600000US0680000,Torrance city,"Torrance city, California",142991,307,80539,2887,62452,2932
1600000US0680210,Trabuco Canyon CDP,"Trabuco Canyon CDP, California",1146,476,1059,470,87,94
1600000US0680238,Tracy city,"Tracy city, California",91203,95,56408,2077,34795,2064
1600000US0680266,Tranquillity CDP,"Tranquillity CDP, California",807,365,559,372,248,211
1600000US0680280,Traver CDP,"Traver CDP, California",702,218,418,195,284,98
1600000US0680364,Tres Pinos CDP,"Tres Pinos CDP, California",921,258,772,245,149,121
1600000US0680448,Trinidad city,"Trinidad city, California",348,99,207,83,141,71
1600000US0680476,Trinity Center CDP,"Trinity Center CDP, California",265,116,243,120,22,26
1600000US0680483,Trinity Village CDP,"Trinity Village CDP, California",248,114,201,104,47,47
1600000US0680515,Trona CDP,"Trona CDP, California",69,58,17,29,52,65
1600000US0680560,Trowbridge CDP,"Trowbridge CDP, California",196,65,196,65,0,13
1600000US0680588,Truckee town,"Truckee town, California",16666,37,13651,733,3015,733
1600000US0680644,Tulare city,"Tulare city, California",64198,130,36225,2073,27973,2091
1600000US0680686,Tulelake city,"Tulelake city, California",839,219,411,169,428,197
1600000US0680763,Tuolumne City CDP,"Tuolumne City CDP, California",1398,426,747,373,651,335
1600000US0680784,Tupman CDP,"Tupman CDP, California",134,60,85,53,49,35
1600000US0680812,Turlock city,"Turlock city, California",72103,153,39493,2036,32610,2040
1600000US0680854,Tustin city,"Tustin city, California",79848,383,39130,2024,40718,1955
1600000US0680882,Tuttle CDP,"Tuttle CDP, California",97,106,97,106,0,13
1600000US0680896,Tuttletown CDP,"Tuttletown CDP, California",770,343,434,216,336,296
1600000US0680952,Twain CDP,"Twain CDP, California",303,269,129,152,174,220
1600000US0680966,Twain Harte CDP,"Twain Harte CDP, California",2502,685,1860,657,642,321
1600000US0680994,Twentynine Palms city,"Twentynine Palms city, California",23388,735,6222,726,17166,820
1600000US0681048,Twin Lakes CDP (Mono County),"Twin Lakes CDP (Mono County), California",117,151,117,151,0,13
1600000US0681050,Twin Lakes CDP (Santa Cruz County),"Twin Lakes CDP (Santa Cruz County), California",5410,697,2400,429,3010,709
1600000US0681134,Ukiah city,"Ukiah city, California",15238,191,7938,870,7300,855
1600000US0681204,Union City city,"Union City city, California",74338,207,48803,1889,25535,1844
1600000US0681302,University of California-Davis CDP,"University of California-Davis CDP, California",4391,598,15,24,4376,602
1600000US0681312,University of California-Merced CDP,"University of California-Merced CDP, California",0,13,0,13,0,13
1600000US0681316,University of California-Santa Barbara CDP,"University of California-Santa Barbara CDP, California",1735,379,404,251,1331,280
1600000US0681344,Upland city,"Upland city, California",76672,190,42197,1813,34475,1850
1600000US0681358,Upper Lake CDP,"Upper Lake CDP, California",1232,495,1157,505,75,54
1600000US0681554,Vacaville city,"Vacaville city, California",92847,594,61917,1712,30930,1763
1600000US0681638,Valinda CDP,"Valinda CDP, California",22580,1677,17034,1605,5546,968
1600000US0681652,Vallecito CDP,"Vallecito CDP, California",132,93,98,78,34,55
1600000US0681666,Vallejo city,"Vallejo city, California",119774,241,70167,2452,49607,2450
1600000US0681708,Valle Vista CDP,"Valle Vista CDP, California",19065,1708,14251,1760,4814,877
1600000US0681722,Valley Acres CDP,"Valley Acres CDP, California",641,210,407,196,234,165
1600000US0681736,Valley Center CDP,"Valley Center CDP, California",11261,1467,9559,1413,1702,802
1600000US0681778,Valley Ford CDP,"Valley Ford CDP, California",0,13,0,13,0,13
1600000US0681792,Valley Home CDP,"Valley Home CDP, California",209,85,198,85,11,16
1600000US0681869,Valley Ranch CDP,"Valley Ranch CDP, California",38,62,38,62,0,13
1600000US0681890,Valley Springs CDP,"Valley Springs CDP, California",3890,751,2688,797,1202,480
1600000US0681925,Valley Wells CDP,"Valley Wells CDP, California",0,13,0,13,0,13
1600000US0681967,Val Verde CDP,"Val Verde CDP, California",3261,855,2672,810,589,219
1600000US0682072,Vandenberg AFB CDP,"Vandenberg AFB CDP, California",3205,510,0,13,3205,510
1600000US0682086,Vandenberg Village CDP,"Vandenberg Village CDP, California",7919,877,5972,758,1947,811
1600000US0682334,Verdi CDP,"Verdi CDP, California",154,82,145,83,9,17
1600000US0682422,Vernon city,"Vernon city, California",248,111,15,17,233,109
1600000US0682562,Victor CDP,"Victor CDP, California",420,290,196,193,224,233
1600000US0682590,Victorville city,"Victorville city, California",118758,867,65127,3905,53631,3932
1600000US0682667,View Park-Windsor Hills CDP,"View Park-Windsor Hills CDP, California",11505,1244,8923,1175,2582,749
1600000US0682744,Villa Park city,"Villa Park city, California",5822,45,5583,283,239,284
1600000US0682786,Vina CDP,"Vina CDP, California",117,76,87,67,30,45
1600000US0682815,Vincent CDP,"Vincent CDP, California",16379,1397,13291,1331,3088,950
1600000US0682842,Vine Hill CDP,"Vine Hill CDP, California",3228,441,2375,363,853,385
1600000US0682852,Vineyard CDP,"Vineyard CDP, California",39588,1835,29467,1715,10121,1892
1600000US0682929,Virginia Lakes CDP,"Virginia Lakes CDP, California",0,13,0,13,0,13
1600000US0682954,Visalia city,"Visalia city, California",131112,450,75784,3331,55328,3338
1600000US0682996,Vista city,"Vista city, California",98651,356,46917,2357,51734,2307
1600000US0683085,Vista Santa Rosa CDP,"Vista Santa Rosa CDP, California",2072,524,1990,527,82,55
1600000US0683094,Volcano CDP,"Volcano CDP, California",45,54,45,54,0,13
1600000US0683108,Volta CDP,"Volta CDP, California",133,123,34,40,99,112
1600000US0683262,Walker CDP,"Walker CDP, California",398,185,374,187,24,34
1600000US0683304,Wallace CDP,"Wallace CDP, California",721,356,721,356,0,13
1600000US0683332,Walnut city,"Walnut city, California",29711,46,23982,904,5729,914
1600000US0683346,Walnut Creek city,"Walnut Creek city, California",68808,250,44423,1368,24385,1367
1600000US0683374,Walnut Grove CDP,"Walnut Grove CDP, California",1288,392,682,278,606,290
1600000US0683402,Walnut Park CDP,"Walnut Park CDP, California",15939,1184,9427,1110,6512,1102
1600000US0683460,Warm Springs CDP,"Warm Springs CDP, California",1445,451,915,333,530,355
1600000US0683494,Warner Valley CDP,"Warner Valley CDP, California",0,13,0,13,0,13
1600000US0683542,Wasco city,"Wasco city, California",21965,363,14327,1269,7638,1222
1600000US0683570,Washington CDP,"Washington CDP, California",137,135,118,134,19,25
1600000US0683612,Waterford city,"Waterford city, California",8884,23,5703,976,3181,971
1600000US0683626,Waterloo CDP,"Waterloo CDP, California",902,515,181,114,721,500
1600000US0683668,Watsonville city,"Watsonville city, California",51979,226,22123,1834,29856,1811
1600000US0683724,Waukena CDP,"Waukena CDP, California",51,27,18,14,33,25
1600000US0683730,Wautec CDP,"Wautec CDP, California",15,16,8,9,7,13
1600000US0683766,Wawona CDP,"Wawona CDP, California",144,98,17,28,127,91
1600000US0683794,Weaverville CDP,"Weaverville CDP, California",3229,468,1634,387,1595,420
1600000US0683850,Weed city,"Weed city, California",2528,96,751,159,1777,187
1600000US0683863,Weedpatch CDP,"Weedpatch CDP, California",2879,595,1125,461,1754,436
1600000US0683906,Weitchpec CDP,"Weitchpec CDP, California",58,45,49,47,9,9
1600000US0683948,Weldon CDP,"Weldon CDP, California",2160,613,1515,568,645,356
1600000US0684004,Weott CDP,"Weott CDP, California",124,116,124,116,0,13
1600000US0684116,West Athens CDP,"West Athens CDP, California",9526,1195,6160,1052,3366,831
1600000US0684120,West Bishop CDP,"West Bishop CDP, California",2553,286,2262,244,291,173
1600000US0684144,West Carson CDP,"West Carson CDP, California",21887,1503,16138,1714,5749,1020
1600000US0684200,West Covina city,"West Covina city, California",104894,244,68057,2212,36837,2213
1600000US0684345,West Goshen CDP,"West Goshen CDP, California",674,478,324,389,350,294
1600000US0684385,Westhaven-Moonstone CDP,"Westhaven-Moonstone CDP, California",1302,309,904,218,398,287
1600000US0684410,West Hollywood city,"West Hollywood city, California",35327,58,7088,837,28239,836
1600000US0684438,Westlake Village city,"Westlake Village city, California",8130,56,6663,427,1467,422
1600000US0684480,Westley CDP,"Westley CDP, California",689,364,183,221,506,308
1600000US0684536,West Menlo Park CDP,"West Menlo Park CDP, California",3707,415,2944,442,763,261
1600000US0684550,Westminster city,"Westminster city, California",90554,110,49736,2061,40818,2076
1600000US0684578,West Modesto CDP,"West Modesto CDP, California",5514,982,2039,751,3475,801
1600000US0684592,Westmont CDP,"Westmont CDP, California",35052,2501,11191,1639,23861,1939
1600000US0684606,Westmorland city,"Westmorland city, California",2680,609,1118,512,1562,345
1600000US0684680,West Park CDP,"West Park CDP, California",1025,283,546,229,479,234
1600000US0684732,West Point CDP,"West Point CDP, California",640,364,586,362,54,51
1600000US0684774,West Puente Valley CDP,"West Puente Valley CDP, California",23504,1678,19043,1551,4461,1217
1600000US0684780,West Rancho Dominguez CDP,"West Rancho Dominguez CDP, California",21596,2022,16151,1802,5445,1113
1600000US0684816,West Sacramento city,"West Sacramento city, California",53116,353,30728,1767,22388,1782
1600000US0684863,Westside CDP,"Westside CDP, California",213,201,28,35,185,205
1600000US0684921,West Whittier-Los Nietos CDP,"West Whittier-Los Nietos CDP, California",26025,1891,18819,1706,7206,1207
1600000US0684928,Westwood CDP,"Westwood CDP, California",1387,335,811,241,576,231
1600000US0685012,Wheatland city,"Wheatland city, California",3608,20,2327,398,1281,398
1600000US0685086,Whitehawk CDP,"Whitehawk CDP, California",37,41,37,41,0,13
1600000US0685208,Whitewater CDP,"Whitewater CDP, California",1154,360,759,327,395,218
1600000US0685222,Whitley Gardens CDP,"Whitley Gardens CDP, California",44,68,44,68,0,13
1600000US0685250,Whitmore CDP,"Whitmore CDP, California",402,147,383,147,19,22
1600000US0685292,Whittier city,"Whittier city, California",83117,256,50313,1938,32804,1939
1600000US0685446,Wildomar city,"Wildomar city, California",36003,105,26832,1397,9171,1393
1600000US0685551,Wilkerson CDP,"Wilkerson CDP, California",495,132,438,118,57,44
1600000US0685586,Williams city,"Williams city, California",5164,59,2915,514,2249,516
1600000US0685587,Williams Canyon CDP,"Williams Canyon CDP, California",108,135,108,135,0,13
1600000US0685600,Willits city,"Willits city, California",4810,87,1679,448,3131,457
1600000US0685614,Willowbrook CDP,"Willowbrook CDP, California",24218,1899,11128,1808,13090,1593
1600000US0685642,Willow Creek CDP,"Willow Creek CDP, California",1241,498,651,247,590,481
1600000US0685684,Willows city,"Willows city, California",5873,102,3306,485,2567,500
1600000US0685866,Wilsonia CDP,"Wilsonia CDP, California",0,13,0,13,0,13
1600000US0685880,Wilton CDP,"Wilton CDP, California",5192,869,4282,998,910,302
1600000US0685894,Winchester CDP,"Winchester CDP, California",2957,955,2461,840,496,528
1600000US0685922,Windsor town,"Windsor town, California",27570,45,21593,834,5977,839
1600000US0685992,Winter Gardens CDP,"Winter Gardens CDP, California",22625,1972,14317,1729,8308,1534
1600000US0686020,Winterhaven CDP,"Winterhaven CDP, California",151,81,131,77,20,31
1600000US0686034,Winters city,"Winters city, California",7276,21,4775,747,2501,750
1600000US0686076,Winton CDP,"Winton CDP, California",11619,1292,6608,1062,5011,1092
1600000US0686174,Wofford Heights CDP,"Wofford Heights CDP, California",1870,452,1160,377,710,394
1600000US0686216,Woodacre CDP,"Woodacre CDP, California",1464,390,1250,389,214,131
1600000US0686230,Woodbridge CDP,"Woodbridge CDP, California",3783,788,2763,690,1020,391
1600000US0686244,Woodcrest CDP,"Woodcrest CDP, California",18462,1851,16683,1626,1779,897
1600000US0686300,Woodlake city,"Woodlake city, California",7700,22,3956,601,3744,603
1600000US0686328,Woodland city,"Woodland city, California",58621,310,31616,1643,27005,1648
1600000US0686380,Woodlands CDP,"Woodlands CDP, California",2331,483,1985,469,346,267
1600000US0686440,Woodside town,"Woodside town, California",5593,61,4864,262,729,250
1600000US0686482,Woodville CDP,"Woodville CDP, California",1836,328,1172,264,664,216
1600000US0686489,Woodville Farm Labor Camp CDP,"Woodville Farm Labor Camp CDP, California",701,240,0,13,701,240
1600000US0686496,Woody CDP,"Woody CDP, California",67,45,67,45,0,13
1600000US0686594,Wrightwood CDP,"Wrightwood CDP, California",4362,804,3481,714,881,477
1600000US0686678,Yankee Hill CDP,"Yankee Hill CDP, California",256,103,213,96,43,50
1600000US0686720,Yermo CDP,"Yermo CDP, California",1082,632,443,449,639,447
1600000US0686734,Yettem CDP,"Yettem CDP, California",487,484,10,16,477,485
1600000US0686804,Yolo CDP,"Yolo CDP, California",196,144,185,143,11,17
1600000US0686832,Yorba Linda city,"Yorba Linda city, California",67791,121,56226,1500,11565,1510
1600000US0686878,Yosemite Lakes CDP,"Yosemite Lakes CDP, California",5303,585,4293,532,1010,394
1600000US0686912,Yosemite Valley CDP,"Yosemite Valley CDP, California",234,139,0,13,234,139
1600000US0686916,Yosemite West CDP,"Yosemite West CDP, California",26,21,26,21,0,13
1600000US0686930,Yountville city,"Yountville city, California",2453,210,1416,259,1037,236
1600000US0686944,Yreka city,"Yreka city, California",7539,83,4352,478,3187,473
1600000US0686972,Yuba City city,"Yuba City city, California",65836,258,35553,1599,30283,1615
1600000US0687042,Yucaipa city,"Yucaipa city, California",53873,239,38899,2016,14974,2001
1600000US0687056,Yucca Valley town,"Yucca Valley town, California",21502,148,13642,1105,7860,1102
1600000US0687090,Zayante CDP,"Zayante CDP, California",765,233,690,210,75,90
